Rank,Country,Capital,Continent,Year,Population,Area,Growth_rate,GDP
55,Australia,Canberra,Oceania,1990,17048003,7692024,0.159229548,3.11327E+11
99,Austria,Vienna,Europe,1990,7678729,83871,0.017378859,1.66463E+11
91,Azerbaijan,Baku,Asia,1990,7427836,86600,0.163679489,0
176,Bahamas,Nassau,North America,1990,270679,13943,0.209727734,3166000000
154,Bahrain,Manama,Asia,1990,517418,765,0.426986031,4229787234
8,Bangladesh,Dhaka,Asia,1990,107147651,147570,0.276634708,31598341234
186,Barbados,Bridgetown,North America,1990,258868,430,0.020873509,2012131457
96,Belarus,Minsk,Europe,1990,10428525,207600,0.062264643,21650000000
81,Belgium,Brussels,Europe,1990,9959560,30528,0.013284585,2.05332E+11
177,Belize,Belmopan,North America,1990,182589,22966,0.258080519,412086445.5
77,Benin,Porto-Novo,Africa,1990,5133419,112622,0.33894123,1959965244
206,Bermuda,Hamilton,North America,1990,57470,54,0.072902082,1592400000
165,Bhutan,Thimphu,Asia,1990,558442,38394,0.344810563,287658184
80,Bolivia,Sucre,South America,1990,7096194,1098581,0.237113866,4867582620
137,Bosnia and Herzegovina,Sarajevo,Europe,1990,4494310,51209,0.070119672,0
144,Botswana,Gaborone,Africa,1990,1341474,582000,0.429262139,3790567052
7,Brazil,Brasilia,South America,1990,150706446,8515767,0.232385631,3.90726E+11
221,British Virgin Islands,Road Town,North America,1990,15617,151,0.405797101,0
175,Brunei,Bandar Seri Begawan,Asia,1990,261928,5765,0.393819743,3520551724
108,Bulgaria,Sofia,Europe,1990,8767778,110879,-0.023698623,20632090909
58,Burkina Faso,Ouagadougou,Africa,1990,9131361,272967,0.317092812,3101300642
78,Burundi,Bujumbura,Africa,1990,5483793,27834,0.271505697,1132101253
73,Cambodia,Phnom Penh,Asia,1990,8910808,181035,0.437468452,0
53,Cameroon,Yaounde,Africa,1990,11430520,475442,0.341627493,12314482085
39,Canada,Ottawa,North America,1990,27657204,9984670,0.128335382,5.9393E+11
171,Cape Verde,Praia,Africa,1990,364563,4033,0.149192709,306891107.3
205,Cayman Islands,George Town,North America,1990,26027,264,0.522046784,0
117,Central African Rep.,Bangui,Africa,1990,2809221,622984,0.163105583,1440711396
69,Chad,N'Djamena,Africa,1990,5827069,1284000,0.321861382,1738605558
65,Chile,Santiago,South America,1990,13342868,756102,0.16330149,33113887818
1,China,Beijing,Asia,1990,1153704252,9706961,0.174406136,3.60858E+11
28,Colombia,Bogota,South America,1990,32601393,1141748,0.245459586,47844090710
163,Comoros,Moroni,Africa,1990,431119,1862,0.313074121,429622147.7
223,Cook Islands,Avarua,Oceania,1990,17123,236,-0.029913319,#N/A
124,Costa Rica,San José,North America,1990,3158253,51100,0.308142764,5711687787
130,Croatia,Zagreb,Europe,1990,4873707,56594,0.041358343,0
85,Cuba,Havana,North America,1990,10626680,109884,0.083348362,28645436569
189,Curacao,Willemstad,North America,1990,155446,444,-0.008957546,0
158,Cyprus,Nicosia,Europe,1990,788500,9251,0.160707583,5591130218
88,Czechia,Prague,Europe,1990,10301192,78865,0.003031336,40728950705
115,Denmark,Copenhagen,Europe,1990,5144623,43094,0.003752103,1.38247E+11
160,Djibouti,Djibouti,Africa,1990,577173,23200,0.780733121,452328087.3
204,Dominica,Roseau,North America,1990,69481,751,-0.047918551,201429629.6
84,Dominican Republic,Santo Domingo,North America,1990,7129004,48671,0.238577435,7073675545
15,Dem. Rep. Congo,Kinshasa,Africa,1990,35987541,2344858,0.34740964,9349764580
67,Ecuador,Quito,South America,1990,10449837,276841,0.284419381,15239278100
14,Egypt,Cairo,Africa,1990,57214630,1002450,0.307806137,42978914311
112,El Salvador,San Salvador,North America,1990,5367179,21041,0.190327905,4817542204
152,Eq. Guinea,Malabo,Africa,1990,465549,28051,0.647908562,112119406.5
132,Eritrea,Asmara,Africa,1990,2149960,117600,0.296733016,0
156,Estonia,Tallinn,Europe,1990,1570674,45227,0.063434041,0
159,eSwatini,Mbabane,Africa,1990,854011,17364,0.426766394,1114703088
12,Ethiopia,Addis Ababa,Africa,1990,47878073,1104300,0.370079566,12175166763
231,Falkland Islands,Stanley,South America,1990,2332,12173,0.041071429,#N/A
209,Faroe Islands,Tórshavn,Europe,1990,47479,1393,0.102777907,0
162,Fiji,Suva,Oceania,1990,780430,18272,0.210753636,1337024782
118,Finland,Helsinki,Europe,1990,4986545,338424,0.043337285,1.41438E+11
23,France,Paris,Europe,1990,56412897,551695,0.050249014,1.26918E+12
184,French Guiana,Cayenne,South America,1990,113931,83534,0.704915825,#N/A
183,French Polynesia,Papeete,Oceania,1990,211089,4167,0.290346046,3181206305
146,Gabon,Libreville,Africa,1990,983028,267668,0.312317275,5952293766
142,Gambia,Banjul,Africa,1990,1040616,10689,0.448143994,317083373.5
131,Georgia,Tbilisi,Asia,1990,5391636,69700,0.047765352,7753540784
19,Germany,Berlin,Europe,1990,79370196,357114,0.02035686,1.77167E+12
47,Ghana,Accra,Africa,1990,15446982,238533,0.301867825,5889174825
219,Gibraltar,Gibraltar,Europe,1990,27317,6,-0.049314401,0
90,Greece,Athens,Europe,1990,10302255,131990,0.106918575,97891092003
208,Greenland,Nuuk,North America,1990,55599,2166086,0.10962759,1018970365
193,Grenada,Saint George's,North America,1990,99047,344,0.044380944,278098763
178,Guadeloupe,Basse-Terre,North America,1990,391951,1628,0.172684407,#N/A
191,Guam,Hagåtña,Oceania,1990,138263,549,0.253676804,0
68,Guatemala,Guatemala City,North America,1990,9084780,108889,0.300097728,7650125217
207,Guernsey,Saint Peter Port,Europe,1990,57727,78,0.092073401,#N/A
75,Guinea,Conakry,Africa,1990,6354145,245857,0.277829204,2666750686
149,Guinea-Bissau,Bissau,Africa,1990,973551,36125,0.170890552,243961995.5
164,Guyana,Georgetown,South America,1990,747116,214969,-0.03991385,396582263.3
82,Haiti,Port-au-Prince,North America,1990,6925331,27750,0.226443841,3096289800
89,Honduras,Tegucigalpa,North America,1990,5053234,112492,0.337545626,4923009552
104,Hong Kong,Hong Kong,Asia,1990,5838574,1104,0.172747293,76928290842
94,Hungary,Budapest,Europe,1990,10375989,93028,-0.030161668,0
179,Iceland,Reykjavík,Europe,1990,255019,103000,0.117215668,6468736287
2,India,New Delhi,Asia,1990,870452165,3287590,0.249162898,3.20979E+11
4,Indonesia,Jakarta,Asia,1990,182159874,1904569,0.229338939,1.06141E+11
17,Iran,Tehran,Asia,1990,55793629,1648195,0.448407769,1.24813E+11
35,Iraq,Baghdad,Asia,1990,17658381,438317,0.293335074,1.80408E+11
125,Ireland,Dublin,Europe,1990,3485374,70273,0.02771344,49305632408
202,Isle of Man,Douglas,Europe,1990,68865,572,0.075645872,0
98,Israel,Jerusalem,Asia,1990,4803254,20770,0.282712102,0
25,Italy,Rome,Europe,1990,56756561,301336,0.007581802,1.18122E+12
52,Côte d'Ivoire,Yamoussoukro,Africa,1990,11910540,322463,0.434346575,10795850107
139,Jamaica,Kingston,North America,1990,2392030,10991,0.120102306,4592224067
11,Japan,Tokyo,Asia,1990,123686321,377930,0.051538078,3.13282E+12
195,Jersey,Saint Helier,Europe,1990,82874,116,0.103162771,#N/A
83,Jordan,Amman,Asia,1990,3480587,89342,0.570022234,4160003917
66,Kazakhstan,Nursultan,Asia,1990,16866563,2724900,0.190073246,26932729103
27,Kenya,Nairobi,Africa,1990,23162269,580367,0.430906997,8572359163
192,Kiribati,Tarawa,Oceania,1990,75124,811,0.235327973,39809538.68
129,Kuwait,Kuwait City,Asia,1990,1674938,17818,0.121207334,18427777778
110,Kyrgyzstan,Bishkek,Asia,1990,4394734,199951,0.190594735,2675000000
103,Laos,Vientiane,Asia,1990,4314443,236800,0.308390642,865559856.2
151,Latvia,Riga,Europe,1990,2689391,64559,0.045626871,0
119,Lebanon,Beirut,Asia,1990,3593700,10452,0.212571304,2838485354
147,Lesotho,Maseru,Africa,1990,1798997,30355,0.277994448,596415104.5
121,Liberia,Monrovia,Africa,1990,2209731,111369,0.143653066,0
107,Libya,Tripoli,Africa,1990,4236983,1759540,0.430099031,28901836158
216,Liechtenstein,Vaduz,Europe,1990,28765,160,0.150461945,1421466240
141,Lithuania,Vilnius,Europe,1990,3785847,65300,0.075156353,0
168,Luxembourg,Luxembourg,Europe,1990,381267,2586,0.048182635,12778792854
167,Macau,Concelho de Macau,Asia,1990,350227,30,0.427563465,3246477995
50,Madagascar,Antananarivo,Africa,1990,11882762,587041,0.327955618,3931334871
62,Malawi,Lilongwe,Africa,1990,9539665,118484,0.522116378,1880771556
45,Malaysia,Kuala Lumpur,Asia,1990,17517054,330803,0.325472334,44024178343
174,Maldives,Malé,Asia,1990,224957,300,0.364310103,215043969.8
59,Mali,Bamako,Africa,1990,8945026,1240192,0.213282838,2681959313
173,Malta,Valletta,Europe,1990,365392,316,0.095342444,2547163582
215,Marshall Islands,Majuro,Oceania,1990,46047,181,0.439508566,78476000
180,Martinique,Fort-de-France,North America,1990,374271,1128,0.121290288,#N/A
126,Mauritania,Nouakchott,Africa,1990,2006027,1030700,0.331409696,1506914408
157,Mauritius,Port Louis,Africa,1990,1090290,2040,0.141826331,2653480001
182,Mayotte,Mamoudzou,Africa,1990,92659,374,0.773955162,#N/A
10,Mexico,Mexico City,North America,1990,81720428,1964375,0.207003966,2.61254E+11
194,Micronesia,Palikir,Oceania,1990,98603,702,0.292323622,147200000
135,Moldova,Chisinau,Europe,1990,4480199,33846,0.091868621,0
217,Monaco,Monaco,Europe,1990,30329,2,0.1201433,2481316054
134,Mongolia,Ulaanbaatar,Asia,1990,2161433,1564110,0.273093687,2560785660
169,Montenegro,Podgorica,Europe,1990,621442,13812,0.054499732,0
230,Montserrat,Brades,North America,1990,10805,102,-0.056496682,#N/A
40,Morocco,Rabat,Africa,1990,24570814,446550,0.248615693,30180108562
48,Mozambique,Maputo,Africa,1990,13303459,801590,0.165580899,0
26,Myanmar,Nay Pyi Taw,Asia,1990,40099553,676578,0.198225525,2036373523
145,Namibia,Windhoek,Africa,1990,1369011,825615,0.402683828,2789944498
225,Nauru,Yaren,Oceania,1990,9598,21,0.257105435,0
49,Nepal,Kathmandu,Asia,1990,19616530,147181,0.257434244,3627562403
71,Netherlands,Amsterdam,Europe,1990,14944548,41850,0.057617743,3.18331E+11
185,New Caledonia,Nouméa,Oceania,1990,177264,18575,0.192901702,2529440424
123,New Zealand,Wellington,Oceania,1990,3397389,270467,0.079506718,45495129385
106,Nicaragua,Managua,North America,1990,4227820,130373,0.279874211,1009455484
54,Niger,Niamey,Africa,1990,8370647,1267000,0.355970678,3512356353
6,Nigeria,Abuja,Africa,1990,95214257,923768,0.305173117,54035795388
232,Niue,Alofi,Oceania,1990,2533,260,-0.303546879,#N/A
56,North Korea,Pyongyang,Asia,1990,20799523,120538,0.157223102,0
150,North Macedonia,Skopje,Europe,1990,2044174,25713,0.071918902,4699646643
210,Northern Mariana Islands,Saipan,Oceania,1990,48002,464,1.725373304,#N/A
120,Norway,Oslo,Europe,1990,4241636,323802,0.038146976,1.19792E+11
127,Oman,Muscat,Asia,1990,1804524,309500,0.773554197,11685045514
5,Pakistan,Islamabad,Asia,1990,115414069,881912,0.431509072,40010423970
222,Palau,Ngerulmud,Oceania,1990,15293,459,0.248204375,0
122,Palestine,Ramallah,Asia,1990,2124609,6220,0.46159863,0
128,Panama,Panama City,North America,1990,2449968,75417,0.251908163,6433967000
93,Papua New Guinea,Port Moresby,Oceania,1990,3864972,462840,0.244842482,3219730365
109,Paraguay,Asunción,South America,1990,4059195,406752,0.31838617,5812114523
44,Peru,Lima,South America,1990,22109099,1285216,0.263925557,26410386669
13,Philippines,Manila,Asia,1990,61558898,342353,0.271364626,50508286643
37,Poland,Warsaw,Europe,1990,38064255,312679,0.07158569,65977749037
92,Portugal,Lisbon,Europe,1990,10007346,92090,0.022696809,78713860217
136,Puerto Rico,San Juan,North America,1990,3543776,8870,0.102411273,30603919000
143,Qatar,Doha,Asia,1990,441675,11586,0.591908452,7360439423
114,Congo,Brazzaville,Africa,1990,2385435,342000,0.304046563,2798746051
161,Reunion,Saint-Denis,Africa,1990,658992,2511,0.194531553,#N/A
64,Romania,Bucharest,Europe,1990,22836234,238391,0.03213572,38995454545
9,Russia,Moscow,Europe,1990,148005704,17098242,0.070508216,5.16814E+11
76,Rwanda,Kigali,Africa,1990,7319962,26338,0.394934228,2550185618
228,Saint Barthelemy,Gustavia,North America,1990,5168,21,0.732484076,#N/A
211,Saint Kitts and Nevis,Basseterre,North America,1990,40636,261,-0.057103743,217259259.3
190,Saint Lucia,Castries,North America,1990,142301,616,0.169920992,579629629.6
220,Saint Martin,Marigot,North America,1990,28127,53,2.61715535,0
229,Saint Pierre and Miquelon,Saint-Pierre,North America,1990,6324,242,0.035702588,#N/A
199,Saint Vincent and the Grenadines,Kingstown,North America,1990,112487,389,0.046585411,240366666.7
188,Samoa,Apia,Oceania,1990,168186,2842,0.019896304,125766269.8
218,San Marino,San Marino,Europe,1990,23132,61,0.083669071,0
187,Sao Tome and Principe,São Tomé,Africa,1990,120343,964,0.237969345,0
41,Saudi Arabia,Riyadh,Asia,1990,16004763,2149690,0.573458445,1.1763E+11
72,Senegal,Dakar,Africa,1990,7536001,196722,0.321208639,7390967035
105,Serbia,Belgrade,Europe,1990,7987529,88361,0.027069401,0
196,Seychelles,Victoria,Africa,1990,71057,452,0.088328994,368584758.9
102,Sierra Leone,Freetown,Africa,1990,4325388,71740,0.284459552,649644826.8
113,Singapore,Singapore,Asia,1990,3022209,710,0.258871368,36144336769
214,Sint Maarten,Philipsburg,North America,1990,27845,34,1.274360859,0
116,Slovakia,Bratislava,Europe,1990,5261305,49037,0.057786241,12747380650
148,Slovenia,Ljubljana,Europe,1990,1986024,20273,0.044412775,0
166,Solomon Islands,Honiara,Oceania,1990,324171,28896,0.38731448,214727767.6
70,Somaliland,Mogadishu,Africa,1990,6999096,637657,0.187853008,917044228
24,South Africa,Pretoria,Africa,1990,39877570,1221037,0.353454399,1.15552E+11
29,South Korea,Seoul,Asia,1990,44120039,100210,0.155867433,2.83368E+11
86,S. Sudan,Juba,Africa,1990,4750817,619745,0.133302608,0
30,Spain,Madrid,Europe,1990,38889889,505992,0.037294235,5.36559E+11
61,Sri Lanka,Colombo,Asia,1990,17204094,65610,0.151264902,8032551173
32,Sudan,Khartoum,Africa,1990,21090886,1886068,0.264928012,12408647541
170,Suriname,Paramaribo,South America,1990,412756,163820,0.100354028,388400000
87,Sweden,Stockholm,Europe,1990,8548406,450295,0.028470855,2.61846E+11
101,Switzerland,Bern,Europe,1990,6711693,41284,0.062125808,2.65987E+11
60,Syria,Damascus,Asia,1990,12408996,185180,0.394433099,23904498886
57,Taiwan,Taipei,Asia,1990,20586174,36193,0.137340023,#N/A
95,Tajikistan,Dushanbe,Asia,1990,5417860,143100,0.339077328,2629395852
22,Tanzania,Dodoma,Africa,1990,26206012,945087,0.357989174,4258743263
20,Thailand,Bangkok,Asia,1990,55228410,513120,0.207501602,85343063966
155,Timor-Leste,Dili,Asia,1990,758106,14874,0.180438601,0
100,Togo,Lomé,Africa,1990,3875947,56785,0.36567892,1628427515
233,Tokelau,Nukunonu,Oceania,1990,1669,12,0.01335762,#N/A
197,Tonga,Nuku‘alofa,Oceania,1990,98727,747,0.02087728,113563821.6
153,Trinidad and Tobago,Port-of-Spain,North America,1990,1266518,5130,0.122946982,5068000000
79,Tunisia,Tunis,Africa,1990,8440023,163610,0.28303783,12290568182
18,Turkey,Ankara,Asia,1990,54324142,783562,0.232145365,1.50676E+11
111,Turkmenistan,Ashgabat,Asia,1990,3720278,488100,0.299477488,3189539641
212,Turks and Caicos Islands,Cockburn Town,North America,1990,11709,948,0.541063438,0
227,Tuvalu,Funafuti,Oceania,1990,9182,26,0.18768594,8824447.74
31,Uganda,Kampala,Africa,1990,17586630,241550,0.323893073,4304398866
38,Ukraine,Kiev,Europe,1990,51589817,603500,0.032334806,81393535306
97,United Arab Emirates,Abu Dhabi,Asia,1990,1900151,83600,0.873827472,50701443748
21,United Kingdom,London,Europe,1990,57210442,242900,0.015696283,1.09317E+12
3,United States of America,"Washington, D.C.",North America,1990,248083732,9372610,0.111785032,5.96314E+12
200,United States Virgin Islands,Charlotte Amalie,North America,1990,100685,347,0.041856374,0
133,Uruguay,Montevideo,South America,1990,3117012,181034,0.055272789,9298839655
43,Uzbekistan,Tashkent,Asia,1990,20579100,447400,0.290457988,13360607918
181,Vanuatu,Port-Vila,Oceania,1990,150882,12189,0.276972816,168879207.2
234,Vatican City,Vatican City,Europe,1990,700,1,-0.045020464,#N/A
51,Venezuela,Caracas,South America,1990,19750579,916445,0.298488085,48598315565
16,Vietnam,Hanoi,Asia,1990,66912613,331212,0.263258419,6471740806
226,Wallis and Futuna,Mata-Utu,Oceania,1990,13454,142,0.189041096,#N/A
172,W. Sahara,El Aaiún,Africa,1990,178529,266000,0.528828945,#N/A
46,Yemen,Sanaa,Asia,1990,13375121,527968,0.453037598,5647119229
63,Zambia,Lusaka,Africa,1990,7686401,752612,0.343673509,3285217391
74,Zimbabwe,Harare,Africa,1990,10113893,390757,0.43460981,8783816700
36,Afghanistan,Kabul,Asia,1980,12486631,652230,0.161226139,3641723322
138,Albania,Tirana,Europe,1980,2941651,28748,0.265372639,0
34,Algeria,Algiers,Africa,1980,18739378,2381741,0.358328027,42346380831
213,American Samoa,Pago Pago,Oceania,1980,32886,199,0.214626039,0
203,Andorra,Andorra la Vella,Europe,1980,35611,468,0.793101712,446416105.8
42,Angola,Luanda,Africa,1980,8330047,1246700,0.381502728,5934073604
224,Anguilla,The Valley,North America,1980,6560,91,0.044087219,#N/A
201,Antigua and Barbuda,Saint John’s,North America,1980,64888,442,0.005766012,131431026.7
33,Argentina,Buenos Aires,South America,1980,28024803,2780400,0.17539884,76961923742
140,Armenia,Yerevan,Asia,1980,3135123,29743,0.237038925,0
198,Aruba,Oranjestad,North America,1980,62267,180,0.053480188,0
55,Australia,Canberra,Oceania,1980,14706322,7692024,0.167628607,1.50032E+11
99,Austria,Vienna,Europe,1980,7547561,83871,0.01101898,82058912997
91,Azerbaijan,Baku,Asia,1980,6383060,86600,0.176532173,0
176,Bahamas,Nassau,North America,1980,223752,13943,0.249110976,1335300000
154,Bahrain,Manama,Asia,1980,362595,765,0.629237717,3072698328
8,Bangladesh,Dhaka,Asia,1980,83929765,147570,0.242633309,18138049096
186,Barbados,Bridgetown,North America,1980,253575,430,0.050448017,1012280615
96,Belarus,Minsk,Europe,1980,9817257,207600,0.070492431,0
81,Belgium,Brussels,Europe,1980,9828986,30528,0.020729277,1.26829E+11
177,Belize,Belmopan,North America,1980,145133,22966,0.200388735,197938222.4
77,Benin,Porto-Novo,Africa,1980,3833939,112622,0.268070541,1405251547
206,Bermuda,Hamilton,North America,1980,53565,54,0.02971991,613299968
165,Bhutan,Thimphu,Asia,1980,415257,38394,0.38931193,128717410.9
80,Bolivia,Sucre,South America,1980,5736088,1098581,0.250866118,4526916803
137,Bosnia and Herzegovina,Sarajevo,Europe,1980,4199820,51209,0.100708389,0
144,Botswana,Gaborone,Africa,1980,938578,582000,0.584782623,1060923829
7,Brazil,Brasilia,South America,1980,122288383,8515767,0.268948237,2.37393E+11
221,British Virgin Islands,Road Town,North America,1980,11109,151,0.159482309,0
175,Brunei,Bandar Seri Begawan,Asia,1980,187921,5765,0.409305325,4928824958
108,Bulgaria,Sofia,Europe,1980,8980606,110879,0.046330924,19839230769
58,Burkina Faso,Ouagadougou,Africa,1980,6932967,272967,0.235456102,1928719477
78,Burundi,Bujumbura,Africa,1980,4312834,27834,0.233001337,919726666.7
73,Cambodia,Phnom Penh,Asia,1980,6198959,181035,-0.075957979,0
53,Cameroon,Yaounde,Africa,1980,8519891,475442,0.320342822,6674567625
39,Canada,Ottawa,North America,1980,24511510,9984670,0.143549975,2.73854E+11
171,Cape Verde,Praia,Africa,1980,317234,4033,0.104336808,142246875.5
205,Cayman Islands,George Town,North America,1980,17100,264,0.623469097,0
117,Central African Rep.,Bangui,Africa,1980,2415276,622984,0.168292253,797048028.8
69,Chad,N'Djamena,Africa,1980,4408230,1284000,0.202006111,1033002402
65,Chile,Santiago,South America,1980,11469828,756102,0.167949717,29036709872
1,China,Beijing,Asia,1980,982372466,9706961,0.194323795,1.91149E+11
28,Colombia,Bogota,South America,1980,26176195,1141748,0.25213475,33400735644
163,Comoros,Moroni,Africa,1980,328328,1862,0.354762308,212218226.4
223,Cook Islands,Avarua,Oceania,1980,17651,236,-0.137713727,#N/A
124,Costa Rica,San José,North America,1980,2414303,51100,0.301022204,4831447001
130,Croatia,Zagreb,Europe,1980,4680144,56594,0.041736281,0
85,Cuba,Havana,North America,1980,9809107,109884,0.105919905,19912889861
189,Curacao,Willemstad,North America,1980,156851,444,0.042996309,0
158,Cyprus,Nicosia,Europe,1980,679327,9251,0.060116666,2154311277
88,Czechia,Prague,Europe,1980,10270060,78865,0.04842062,0
115,Denmark,Copenhagen,Europe,1980,5125392,43094,0.041119342,71127528700
160,Djibouti,Djibouti,Africa,1980,324121,23200,1.244931742,0
204,Dominica,Roseau,North America,1980,72978,751,0.059264098,72804653.33
84,Dominican Republic,Santo Domingo,North America,1980,5755800,48671,0.285961995,6761300000
15,Dem. Rep. Congo,Kinshasa,Africa,1980,26708686,2344858,0.325379113,14394927495
67,Ecuador,Quito,South America,1980,8135845,276841,0.318140246,17881514683
14,Egypt,Cairo,Africa,1980,43748556,1002450,0.257793503,21669908177
112,El Salvador,San Salvador,North America,1980,4508992,21041,0.245891094,3573959900
152,Eq. Guinea,Malabo,Africa,1980,282509,28051,-0.108677888,50642880.77
132,Eritrea,Asmara,Africa,1980,1657982,117600,0.302678928,0
156,Estonia,Tallinn,Europe,1980,1476983,45227,0.084422969,0
159,eSwatini,Mbabane,Africa,1980,598564,17364,0.35157215,542000513.6
12,Ethiopia,Addis Ababa,Africa,1980,34945469,1104300,0.234462531,0
231,Falkland Islands,Stanley,South America,1980,2240,12173,-0.014951627,#N/A
209,Faroe Islands,Tórshavn,Europe,1980,43054,1393,0.120730945,0
162,Fiji,Suva,Oceania,1980,644582,18272,0.221646065,1202567359
118,Finland,Helsinki,Europe,1980,4779418,338424,0.037510574,53645202423
23,France,Paris,Europe,1980,53713830,551695,0.063143657,7.01288E+11
184,French Guiana,Cayenne,South America,1980,66825,83534,0.437591429,#N/A
183,French Polynesia,Papeete,Oceania,1980,163591,4167,0.387646216,1362151524
146,Gabon,Libreville,Africa,1980,749078,267668,0.254333615,4279637934
142,Gambia,Banjul,Africa,1980,718586,10689,0.359076733,241080708.9
131,Georgia,Tbilisi,Asia,1980,5145843,69700,0.071955489,0
19,Germany,Berlin,Europe,1980,77786703,357114,-0.006486783,9.50291E+11
47,Ghana,Accra,Africa,1980,11865246,238533,0.338906182,4445228216
219,Gibraltar,Gibraltar,Europe,1980,28734,6,0.076784711,0
90,Greece,Athens,Europe,1980,9307148,131990,0.089208465,56829664269
208,Greenland,Nuuk,North America,1980,50106,2166086,0.102830479,476055288.4
193,Grenada,Saint George's,North America,1980,94838,344,-0.040042918,110900457
178,Guadeloupe,Basse-Terre,North America,1980,334234,1628,0.050026704,#N/A
191,Guam,Hagåtña,Oceania,1980,110286,549,0.248992072,0
68,Guatemala,Guatemala City,North America,1980,6987767,108889,0.281404817,7878700000
207,Guernsey,Saint Peter Port,Europe,1980,52860,78,0.003874202,#N/A
75,Guinea,Conakry,Africa,1980,4972609,245857,0.17768085,0
149,Guinea-Bissau,Bissau,Africa,1980,831462,36125,0.405296596,110653830.7
164,Guyana,Georgetown,South America,1980,778176,214969,0.103387257,603200000
82,Haiti,Port-au-Prince,North America,1980,5646676,27750,0.206345395,1383800000
89,Honduras,Tegucigalpa,North America,1980,3777990,112492,0.35764475,3968160046
104,Hong Kong,Hong Kong,Asia,1980,4978544,1104,0.258774556,28861759209
94,Hungary,Budapest,Europe,1980,10698679,93028,0.037159418,0
179,Iceland,Reykjavík,Europe,1980,228263,103000,0.116375179,3381419043
2,India,New Delhi,Asia,1980,696828385,3287590,0.249913469,1.86325E+11
4,Indonesia,Jakarta,Asia,1980,148177096,1904569,0.28594256,72482337370
17,Iran,Tehran,Asia,1980,38520664,1648195,0.353991685,94362275580
35,Iraq,Baghdad,Asia,1980,13653369,438317,0.391589656,52569000000
125,Ireland,Dublin,Europe,1980,3391387,70273,0.154460881,21747855640
202,Isle of Man,Douglas,Europe,1980,64022,572,0.157763391,0
98,Israel,Jerusalem,Asia,1980,3744608,20770,0.287998825,0
25,Italy,Rome,Europe,1980,56329482,301336,0.056361938,4.77257E+11
52,Côte d'Ivoire,Yamoussoukro,Africa,1980,8303809,322463,0.516099802,10175615442
139,Jamaica,Kingston,North America,1980,2135546,10991,0.148704394,2679409453
11,Japan,Tokyo,Asia,1980,117624196,377930,0.115800826,1.10539E+12
195,Jersey,Saint Helier,Europe,1980,75124,116,0.099155779,#N/A
83,Jordan,Amman,Asia,1980,2216903,89342,0.423487871,3910036925
66,Kazakhstan,Nursultan,Asia,1980,14172710,2724900,0.155512236,0
27,Kenya,Nairobi,Africa,1980,16187124,580367,0.410877822,7265315332
192,Kiribati,Tarawa,Oceania,1980,60813,811,0.058777443,38715554.54
129,Kuwait,Kuwait City,Asia,1980,1493870,17818,0.860857065,28638550499
110,Kyrgyzstan,Bishkek,Asia,1980,3691209,199951,0.223719858,0
103,Laos,Vientiane,Asia,1980,3297519,236800,0.232586982,0
151,Latvia,Riga,Europe,1980,2572037,64559,0.072838066,0
119,Lebanon,Beirut,Asia,1980,2963702,10452,0.244316567,0
147,Lesotho,Maseru,Africa,1980,1407672,30355,0.375376778,431561376.5
121,Liberia,Monrovia,Africa,1980,1932169,111369,0.320181639,0
107,Libya,Tripoli,Africa,1980,2962720,1759540,0.551830972,0
216,Liechtenstein,Vaduz,Europe,1980,25003,160,0.185594386,534701915.6
141,Lithuania,Vilnius,Europe,1980,3521206,65300,0.096898678,0
168,Luxembourg,Luxembourg,Europe,1980,363741,2586,0.071900914,6019805490
167,Macau,Concelho de Macau,Asia,1980,245332,30,-0.007893758,0
50,Madagascar,Antananarivo,Africa,1980,8948162,587041,0.347665296,5201818349
62,Malawi,Lilongwe,Africa,1980,6267369,118484,0.3550655,1237655461
45,Malaysia,Kuala Lumpur,Asia,1980,13215707,330803,0.282268155,24488033442
174,Maldives,Malé,Asia,1980,164887,300,0.337901544,42463576.16
59,Mali,Bamako,Africa,1980,7372581,1240192,0.198094867,1759687480
173,Malta,Valletta,Europe,1980,333587,316,0.057616339,1250242108
215,Marshall Islands,Majuro,Oceania,1980,31988,181,0.334557136,0
180,Martinique,Fort-de-France,North America,1980,333786,1128,0.022540958,#N/A
126,Mauritania,Nouakchott,Africa,1980,1506694,1030700,0.342627593,1047924649
157,Mauritius,Port Louis,Africa,1980,954865,2040,0.150280383,1131788192
182,Mayotte,Mamoudzou,Africa,1980,52233,374,0.476217393,#N/A
10,Mexico,Mexico City,North America,1980,67705186,1964375,0.346313787,2.05139E+11
194,Micronesia,Palikir,Oceania,1980,76299,702,0.293444541,0
135,Moldova,Chisinau,Europe,1980,4103240,33846,0.105654866,0
217,Monaco,Monaco,Europe,1980,27076,2,0.115615987,1378130996
134,Mongolia,Ulaanbaatar,Asia,1980,1697780,1564110,0.31216187,0
169,Montenegro,Podgorica,Europe,1980,589324,13812,0.1113701,0
230,Montserrat,Brades,North America,1980,11452,102,0.004385196,#N/A
40,Morocco,Rabat,Africa,1980,19678444,446550,0.288332578,21728770055
48,Mozambique,Maputo,Africa,1980,11413587,801590,0.356874302,0
26,Myanmar,Nay Pyi Taw,Asia,1980,33465781,676578,0.226566619,1010596805
145,Namibia,Windhoek,Africa,1980,975994,825615,0.293620529,2422096075
225,Nauru,Yaren,Oceania,1980,7635,21,0.145880234,0
